6000,47,2024-03-11T02:43:22.015231,3,79,2dd407e5-66fd-4267-98c4-105fe8028b11,81299139,345,391
6963,38,2024-08-24T13:36:10.793209,6,100,b10c27f1-8ca2-47c3-9c71-de823a6e5fb1,66395057,219,216
1454,10,2024-10-21T21:20:31.547624,18,70,6c37f484-245b-42de-ae5d-fa6a6254b568,75461625,196,393
7074,15,2024-09-05T16:21:48.246956,1,46,7bf613c9-9926-48a3-88d3-395896f26f77,82633964,204,141
7543,21,2024-04-27T22:43:12.875324,6,3,008ed664-8fff-4d3b-bceb-1dfe6bc31b99,35758335,282,260
3629,8,2024-11-01T00:54:19.523377,8,27,3e396a74-d8a5-4069-8232-bc0752b070b6,33938064,441,240
9501,4,2024-10-05T07:16:17.144193,13,63,954c1137-5a74-44e2-bb09-59133a435178,93781345,306,201
9350,9,2024-01-10T16:48:52.031353,18,90,369611de-6043-481d-aaaa-6285a73cb847,70393061,105,321
7354,28,2024-03-23T00:13:36.089130,5,13,073cb931-5ec9-4c0f-80b6-e9cf5c434c3d,48023927,31,210
5659,34,2024-12-02T22:26:35.652848,11,54,e02a4d8b-f56d-4a06-bcc4-fc53e6e36184,61289005,273,71
4556,23,2024-01-27T08:59:56.587489,9,61,08b39740-dd77-4d29-93f2-f4b95c1c28d3,33601866,425,438
4996,29,2024-05-04T22:38:30.822145,13,70,b3805ca1-f165-479a-afb8-58829f09d561,59758740,226,183
3075,19,2024-02-24T05:52:35.252819,11,53,bc48e887-a064-48cf-a5f0-74f158fa1588,59766114,158,398
6484,1,2024-03-19T17:15:15.138463,10,3,f60267b4-ce6a-4521-945c-c697250f12d8,32453192,224,168
4721,28,2024-10-05T23:30:38.040173,17,65,c5190fdd-c9c8-403f-b0f4-a0b246c49d1a,75380060,451,116
2760,31,2024-06-08T21:21:07.543578,4,19,df65b82e-c1ff-4b62-88ae-e5131c28814c,69777415,87,155
5383,28,2024-06-11T13:59:55.276099,19,1,e087f39b-6a9d-4f59-a9ce-556a3c0c1fca,42669929,222,89
4822,50,2024-02-24T14:46:13.332071,13,3,cdfed4bb-ba12-40ea-9cd3-d622bff431cd,88180639,377,129
6908,21,2024-10-19T21:19:26.703101,20,74,77cc1629-cb64-4e71-90f8-8f7d1a216d1b,93275695,2,53
2757,15,2024-06-12T17:09:47.973749,1,59,e2e48a1f-5a9f-414c-91a4-b8e06f6128c5,33391044,260,88
7928,1,2024-06-29T23:44:12.770971,7,87,518d2263-cadb-49c5-a53c-6c1cca4c97df,23659845,12,148
7776,48,2024-09-17T12:37:22.345874,13,16,e341b75b-8c47-4ba6-a7f2-0193e4dd3752,85657283,282,253
9458,16,2024-09-09T00:23:53.435251,15,78,56396479-0952-42c1-9c3a-7468b27dcb1e,77613250,455,321
3779,11,2024-05-10T07:31:15.273417,14,77,0b412a6e-7897-4fa4-97c0-833900fd4280,52349788,421,202
8107,37,2024-10-31T07:04:11.186053,16,43,a9e51acb-1560-4993-b149-e77cafab5ebd,19320762,314,436
5039,21,2024-07-06T14:26:36.246124,1,82,e63a7733-ceba-4490-840b-64440a891654,70967015,107,361
7925,26,2024-07-01T12:23:54.680294,2,86,8f47a46e-4fe4-4dfa-85ed-87b9b63e0244,23051724,245,91
4913,44,2024-03-08T20:48:59.135377,3,30,b6544b14-289e-4806-aef0-53c27f739c2b,74743120,175,488
1285,10,2024-09-25T02:28:20.196095,5,8,1ab6ea98-63c7-4f7e-a8d6-643acb0dd71c,13703345,72,407
5255,36,2024-05-12T20:05:39.222443,10,64,ecc2683b-15fa-41f5-a11c-6222d2ac9697,76253527,216,242
3185,40,2024-03-25T23:24:45.648293,16,10,30a598b2-0f9e-4409-a5d4-7e4849fb6c80,33101428,219,469
4539,6,2024-08-15T11:42:47.735699,6,61,74dba089-ff17-4062-b75e-025e3d88ebe9,82087177,86,200
8305,29,2024-06-08T22:51:00.344976,19,94,3d937a35-02e0-4fd5-ad1d-3e39a8ecfdb9,11465157,283,492
9653,35,2024-09-24T15:14:46.654272,4,61,6d68574b-8ac5-465a-b88a-0febead1514b,22251437,357,163
7822,46,2024-01-19T20:28:00.038142,16,13,e76a41b4-242b-438a-8c3c-cb1d8301d96f,98184573,196,277
4593,46,2024-05-17T22:48:30.998852,3,31,244039a2-9142-4650-99c8-f83449649649,91230461,407,91
2624,31,2024-02-10T15:08:01.853392,6,73,59b9fe4a-a077-4e38-9204-ba97a9ff06de,30553635,373,362
4356,21,2024-07-08T20:24:44.356317,19,16,972db6a0-9a6f-4a14-9cf6-06883edc61ba,29044290,22,8
8693,8,2024-01-09T08:49:27.562158,13,10,0cad7299-3e0c-4f45-9bbb-3849608a1de1,43451426,217,95
2188,24,2024-02-03T09:53:04.055183,8,61,09d89fcc-d5f3-4aae-b51a-0b09fcfbe33b,67297138,306,250
1383,40,2024-11-30T23:04:42.834733,4,73,92cac00c-2412-4fad-b226-9fa6bcc13db7,12792336,67,49
8021,47,2024-05-28T04:49:45.844575,7,52,bd4e532d-7ede-4ef3-aea9-40ec9bcad6af,95451247,441,296
2977,7,2024-10-19T00:56:07.119611,11,9,07519e95-358f-4803-8824-3ad548c150e0,32134598,33,247
8442,26,2024-07-15T09:14:01.557796,9,35,9ff3bace-2040-44c0-8ec7-8e3bd46e8954,24639804,162,249
2634,22,2024-06-18T07:24:46.364389,18,100,a0f70df2-b2d3-4b6c-b9e9-380283c5a0d5,75453816,66,400
4087,23,2024-06-24T11:20:37.536266,2,91,24776507-16f6-49d4-abcd-6a3edd8e7bbf,78157441,192,452
9761,9,2024-07-04T22:35:48.022256,5,96,0bdedbe1-a95e-42c2-8bb6-9aeac4f79548,49617728,102,134
2870,20,2024-09-26T16:01:08.660279,17,36,baa0073a-0c2b-43da-940f-4957ac45d512,74226321,275,361
5453,48,2024-03-01T16:42:45.158985,6,74,b3488b10-a910-4e1f-ba09-0592917c2324,70071605,321,335
4930,29,2024-07-10T10:26:22.247188,7,82,22163291-edbb-4b3a-8592-2e4f04ae1897,87130927,407,106
