3208,37,2024-01-15T18:38:25.254737,10,59,5c5bf772-659f-4a02-be09-4b89d518aba6,12613864,290,38
7828,33,2024-05-11T06:05:32.258014,14,61,2c9d54f2-d4db-4cc5-b6c7-b2d2a030d2cf,18009306,417,438
9033,38,2024-05-27T09:56:13.191417,16,12,d9082e81-3e33-46d0-86ab-342916f4b02c,54626999,158,137
8010,25,2024-10-09T18:59:22.699657,13,31,bc06ffe5-b686-4b8c-834a-f5d68891bf43,62981645,227,4
8083,6,2024-08-05T11:38:35.151307,11,55,625cb08a-8355-488c-b2d1-a394b2c5ddc2,83199611,473,142
5429,49,2024-09-10T13:04:07.478546,14,21,d4ff1b2f-cd73-470e-87e8-22fc5bd245bc,49794208,327,332
7251,4,2024-10-19T20:56:58.985666,8,79,457e6377-da01-4d17-a29a-0026f39c442b,18129502,8,67
8133,12,2024-06-18T01:29:54.570535,15,88,8f9545cb-10e6-49a4-beaa-361bf064b3f1,36116818,192,84
3662,10,2024-02-14T16:06:14.867422,16,14,fdbda4ae-32e8-4e65-a5ad-76b4ff6ac105,75761229,96,8
3805,2,2024-02-28T14:10:42.658280,2,13,1d7d3039-1613-44de-9546-b017e26657a4,19121419,390,466
3477,10,2024-04-26T14:47:37.715825,5,16,bd824998-b6de-448f-ad4c-60cb7b8eec19,27228326,8,344
2633,22,2024-05-12T22:07:18.591771,15,23,2d9909e7-c50e-4bbb-a939-77e712663e1b,20458851,63,162
2907,44,2024-01-02T22:53:22.128528,17,60,83de07b1-c667-4838-8a4f-ca981fcb46e3,29191645,285,231
7888,20,2024-06-18T23:17:41.191118,7,45,73f6283a-e3f8-401d-8a55-08c79f393219,71475730,448,380
3565,10,2024-05-18T14:52:21.900226,4,76,424aa5f5-58d0-433a-8349-80a5557a4add,48245603,48,283
6394,49,2024-10-15T13:58:15.731200,11,42,6cfc5c24-af61-48ad-9b91-933348340088,22113105,232,273
1439,2,2024-02-02T13:27:36.768182,18,69,68016c6a-0623-4837-a866-9927a301500e,20722623,306,125
6368,26,2024-01-23T05:50:31.967401,10,97,bc3e52d8-c556-4678-9953-fb02544cfde6,42008442,333,478
8980,50,2024-01-30T22:13:12.521811,1,23,599913c2-b5a8-4055-bdc4-b1b557e7f0d4,77622690,247,64
4941,36,2024-05-14T17:42:34.983222,18,62,0a2aad18-03b2-4f39-959a-84d2675213af,47493158,45,351
9150,11,2024-06-01T16:43:31.817831,2,43,2cb06df3-3f91-4ebb-8447-d90d50a0507e,15231594,71,488
5760,48,2024-04-28T03:10:53.491448,10,94,f09e6e90-c542-487a-8720-6d35323a4d93,73878556,23,10
8568,46,2024-07-22T07:10:41.155830,13,32,02ab8fc7-12de-42cb-9e8a-6d669c1189b0,70520357,365,217
4647,32,2024-01-29T16:04:57.131180,13,60,954a35d8-f491-4781-b351-cc9a0d4081a8,51443537,259,425
8170,9,2024-04-06T03:42:04.167209,16,83,93df3a53-aa67-40ec-a7e9-70e80baa0f85,82529988,459,75
4337,22,2024-08-11T15:43:51.975285,11,90,14a2d55f-46b1-44f4-956a-87f04e518d79,45861769,405,475
2577,48,2024-10-13T15:58:28.577423,12,32,13fed5ec-d519-44f0-8300-75ada08048bc,67183221,356,453
8876,13,2024-12-03T09:24:11.335233,7,24,154f7cc2-c843-4895-a64d-6f064d23b62c,31446647,160,321
9583,5,2024-02-24T09:46:22.112931,3,67,d0c462ad-0077-4fa4-8fbf-6e356098f164,28301864,94,176
1962,4,2024-11-07T08:50:44.886675,1,47,ff7ee1bb-2b79-4d48-852a-10ce8d1aa74a,76940492,441,243
6907,29,2024-10-29T15:32:33.078006,17,65,782e1014-fb2c-4e83-a000-602518ae720e,62262146,6,135
7958,15,2024-07-25T04:16:29.333373,18,32,5b5630a1-27bf-4a94-a2aa-471a17ef7520,98281048,289,278
9538,1,2024-02-10T11:54:16.402591,19,19,7d2a5c75-d884-4be4-a723-1120854b0bd3,24332171,171,117
5442,1,2024-09-17T23:16:57.056358,12,22,8fb4d9cb-cd8f-4955-865a-2212e920d1f2,61225778,195,446
2402,9,2024-10-06T22:29:05.711902,18,17,c7c3a507-a912-494e-81ce-74beeb6a818c,83692826,480,381
7945,31,2024-05-11T12:01:36.525243,4,49,053ecc37-6b15-4941-a58d-8596e844d9fd,90028488,339,56
8999,36,2024-03-13T13:40:21.099077,15,15,51973ca8-8f09-4697-b3a8-b6d9b3c67881,24970711,103,161
4952,39,2024-05-03T00:38:34.307320,6,100,9173a872-946a-4e8d-ac67-d53c4b3c8876,86607054,14,243
4880,36,2024-11-02T19:33:13.125968,14,33,2bf223b6-544f-43bb-9de8-ea200c2fe44b,73018262,131,316
6041,29,2024-04-15T10:48:00.526334,7,68,e66306f7-bc1d-40eb-92a3-ef1db016e8a7,15216694,136,250
5509,7,2024-11-04T22:55:36.399330,15,94,5128c0b1-84c2-461d-a590-bfb021d90b1c,62641517,184,452
8890,11,2024-07-03T09:16:11.368974,20,88,1a4d4581-d8f5-44bf-bac7-e2b0cdad0c92,19196660,380,60
6796,24,2024-04-21T23:30:42.341732,16,45,220607ba-9dff-452c-9147-cb9bf4b24472,30688781,223,263
8726,14,2024-10-03T14:10:50.497615,13,36,55d16bff-f731-46a2-a984-79fd5ab34237,86803404,227,44
4157,42,2024-10-20T00:28:08.525895,20,73,5da136b2-4697-4d08-a3ca-bff325fafa86,30891551,118,295
9151,45,2024-05-21T07:36:04.712677,17,18,91ba0778-f364-4954-9882-7f05ed1b1100,68088524,141,425
3387,32,2024-03-18T01:06:09.947309,1,55,e618f45c-47d1-4188-944f-b4d9a656d265,78685123,10,482
5939,31,2024-05-27T15:43:44.276096,6,79,fcbb7bb3-ecdd-4ed6-a934-cc1b9264ec5d,95279907,11,121
8428,7,2024-09-08T15:00:31.539079,11,54,a322113f-15ca-469b-86e3-d78ca30c93d6,40592250,416,345
