3965,36,2024-02-09T13:36:35.116766,17,72,55e59e35-0309-4744-94d7-91bab1e3205e,70354619,414,274
1323,17,2024-06-04T11:24:22.418453,5,94,a24fd78c-ec0c-4214-8fb6-3d2588775573,77632884,305,22
2955,49,2024-03-18T03:06:33.216749,1,36,b1847f13-206d-48ee-ad6f-c2a8aa5e287d,21556706,177,50
1041,18,2024-04-22T20:04:31.366825,6,78,231d1440-29c4-4820-abf9-cf20595b61eb,82419481,392,197
7868,22,2024-11-29T00:45:44.398945,19,54,16316e46-987c-4346-92e8-f14c312b4a56,36455696,464,474
7171,42,2024-09-21T13:48:43.573782,13,65,bd42ab7c-7dcd-42cf-b382-b7976d65256f,48270451,292,408
2966,2,2024-09-02T15:50:07.916900,16,36,81fb319f-ce83-42ef-9678-48ad305b7515,52574196,118,109
1845,35,2024-01-05T21:22:45.449499,17,55,9143d675-e215-4483-82c7-05104da440e6,29854690,471,306
2014,34,2024-11-27T11:04:25.260825,5,94,9bdb1f9f-2ef7-411f-ad63-8fe888804877,85549757,14,174
1834,47,2024-11-22T09:07:33.876064,11,15,88bed5ee-c8e4-4b1e-9993-86b0178e2d87,41118273,404,24
8832,48,2024-02-25T18:54:13.868132,3,40,4ac71f0a-1b15-4cf8-bed7-ff65e305b09a,92925136,115,114
8947,32,2024-10-20T12:09:11.267456,10,66,5c2585d1-ac75-4ba8-aa67-559e6ac85f25,39668137,433,117
2896,42,2024-12-02T09:47:16.851705,11,59,ce6a74da-89d7-4f47-aa89-ec396d0ee76f,90307056,132,1
9300,10,2024-04-16T08:12:30.735095,11,50,59e64d0d-f5b7-4d49-8f19-32876c06d898,13582706,282,478
9842,12,2024-12-03T01:59:31.617503,16,37,54753777-d582-401d-bd1a-934032d8d573,78264465,364,17
7442,27,2024-11-11T02:01:44.789505,10,31,06827adb-41df-49ae-935f-9b8c3c6a83f1,46427476,320,19
5905,50,2024-02-26T11:23:57.633460,13,42,2e763765-7e5e-457f-ae6e-204b0fcf9404,95264061,411,113
7671,40,2024-03-21T23:41:57.302993,13,96,3319adad-dc67-40e2-aa42-055a672983ef,30684403,233,412
1765,3,2024-08-19T16:45:04.887830,12,6,89590815-68e4-466b-ac90-3c57a346ba7e,75717271,457,239
3241,26,2024-10-09T00:17:43.663282,2,51,ec329cd7-41bb-4d2b-818c-c1d5506c4bfa,76379251,430,363
8391,6,2024-05-14T15:38:08.081393,12,4,4c0b347b-5295-44db-b231-20168b16d954,22597216,91,226
6251,32,2024-08-16T13:10:21.873691,15,16,02068a1a-e11a-4385-943f-b982614cf0a6,35998878,227,61
9896,28,2024-10-02T08:50:32.215765,10,67,eb8abfe9-5a56-4649-9533-e8c4b1df56d6,47749077,132,111
8777,50,2024-11-08T11:46:34.519455,12,56,e5544b4b-4190-448e-827f-80cb01fba0b7,19341052,416,376
6686,20,2024-03-19T15:24:23.450096,3,89,32f8a718-36c3-4367-abac-94015fe69652,67817493,151,161
7113,30,2024-02-21T02:04:34.093339,5,42,fc6ca781-8f2e-47cc-b0f2-4e94954b28d7,32200808,430,412
9383,11,2024-03-31T02:00:33.929569,11,38,00c02408-f6d3-49ec-9047-0ce6e264df0b,49843948,121,302
7529,28,2024-11-18T09:56:38.940646,1,88,c42d6499-2608-46f1-a668-1e6bfcee12a1,71436192,208,96
3300,7,2024-10-15T00:08:00.662456,20,18,c048dfd3-ef89-4667-bb55-72763c0a57b3,87013020,109,78
7640,21,2024-07-11T19:58:47.225018,3,80,07715a81-a839-41e2-900e-a9334e35fb4a,87965592,371,326
6347,6,2024-09-06T14:52:53.528610,7,68,050992c1-ecf1-4093-82d6-81a8c4a81bff,34819164,303,232
3325,6,2024-02-15T08:57:31.827924,18,39,6b16cda5-4c5a-4428-9c7b-eae0c74d7697,71442388,333,94
5997,25,2024-04-18T07:44:12.103261,7,27,408aea83-b456-42bc-b802-49fb70514057,43810511,287,341
9301,33,2024-04-05T00:23:45.635914,11,62,2e7d7ce8-847c-454b-b9b0-b0f304449305,76931662,126,409
4466,6,2024-03-19T14:08:05.955936,15,75,d2d3ce80-74ab-4b39-aaae-e7d8ce873513,32504352,184,121
8597,1,2024-08-04T16:26:58.379334,3,40,915dc1b8-7945-40f1-b802-53ff535cf321,50019424,305,73
2796,30,2024-07-16T11:11:12.125882,14,75,ed1c6808-592e-4607-af01-892ce569ffde,74771664,242,415
9438,26,2024-01-03T06:48:20.371083,17,37,582cc554-e011-4428-8030-417664e17521,62873544,275,364
8538,6,2024-01-17T21:27:50.042661,4,97,f25551d0-1cd6-457e-b4c1-deb1ab435658,28657927,49,60
4005,5,2024-03-04T16:02:39.115967,10,7,305f586a-445a-40b5-8a74-b5bf899c6faf,59515683,268,14
9299,15,2024-01-23T13:08:23.576121,2,28,61516241-6260-42fa-8f8a-8bf858bc1696,81736196,200,442
1225,43,2024-02-10T05:12:31.877712,10,86,84867d51-f16a-4cd5-b7a3-ce80cc5ac0bd,24159844,388,132
4982,33,2024-08-22T00:44:59.201430,16,85,0f17d9c4-4020-4937-9dc4-a70b87db9d75,16542651,268,483
5183,30,2024-09-28T10:58:13.064929,6,64,e3baa4cd-1a0a-4add-9e3d-ff301b3bdb96,96162342,172,346
9240,20,2024-08-05T22:19:18.370232,17,53,31e80ed2-8908-48ca-981a-c5667a153987,48260473,94,415
1808,37,2024-07-10T15:47:02.142934,1,65,d503c5cd-2416-4483-9dfc-5c6088e9827d,34482661,66,300
7961,22,2024-01-03T03:31:03.563534,14,75,6cc38b33-e243-4e36-929b-0bbb35a71fdc,13686407,329,456
1708,45,2024-03-14T14:13:56.710750,19,86,7f20b700-3164-46c9-a278-d7617315783b,56371434,242,453
8597,7,2024-10-20T02:27:08.025119,1,89,e8dd7350-203d-4ca3-ba2d-e9d7d02415cb,66894948,259,205
9079,50,2024-02-19T13:18:17.385545,9,61,ca70780f-27b7-48a8-999c-b2d48767fd8b,78625739,290,471
4017,32,2024-10-10T18:40:36.206719,4,17,7e447662-07fa-4dd9-a69b-e5d76db9c0b6,79631675,275,296
4178,47,2024-01-26T17:39:50.363107,11,36,285cd236-f9ff-4b59-9eab-690ba8c7a3d1,77409627,475,77
6298,18,2024-09-28T12:07:57.128095,7,32,a9035916-ba4f-4bdc-be2e-8c544c427c13,78766404,348,382
1251,15,2024-03-13T04:00:17.503485,9,29,c700567f-c1d3-4e4c-930f-4edd3177c301,58537262,106,432
7544,33,2024-02-01T22:06:23.318148,20,71,1ffe68df-8fbc-4605-b4d0-8e0c64405458,31512760,366,285
